,0,i,j,kper,obsnme
hds_00_030_016_139,35.5328483581543,30,16,139,hds_00_030_016_000
hds_00_030_016_140,35.5942878723145,30,16,140,hds_00_030_016_000
hds_00_030_016_141,35.5676383972168,30,16,141,hds_00_030_016_000
hds_00_030_016_142,35.554924011230504,30,16,142,hds_00_030_016_000
hds_00_030_016_143,35.576507568359396,30,16,143,hds_00_030_016_000
hds_00_030_016_144,35.5768051147461,30,16,144,hds_00_030_016_000
hds_00_030_016_145,35.538520812988295,30,16,145,hds_00_030_016_000
hds_00_030_016_146,35.5920372009277,30,16,146,hds_00_030_016_000
hds_00_030_016_147,35.6307716369629,30,16,147,hds_00_030_016_000
hds_00_030_016_148,35.5554847717285,30,16,148,hds_00_030_016_000
hds_00_030_016_149,35.575897216796896,30,16,149,hds_00_030_016_000
hds_00_030_016_150,35.5690574645996,30,16,150,hds_00_030_016_000
hds_00_030_016_151,35.551887512206996,30,16,151,hds_00_030_016_000
hds_00_030_016_152,35.577232360839794,30,16,152,hds_00_030_016_000
hds_00_030_016_153,35.5956611633301,30,16,153,hds_00_030_016_000
hds_00_030_016_154,35.6087493896484,30,16,154,hds_00_030_016_000
hds_00_030_016_155,35.59800338745121,30,16,155,hds_00_030_016_000
hds_00_030_016_156,35.568172454834,30,16,156,hds_00_030_016_000
hds_00_030_016_157,35.5971908569336,30,16,157,hds_00_030_016_000
hds_00_030_016_158,35.585517883300795,30,16,158,hds_00_030_016_000
hds_00_030_016_159,35.614204406738295,30,16,159,hds_00_030_016_000
hds_00_030_016_160,35.5932769775391,30,16,160,hds_00_030_016_000
hds_00_030_016_161,35.57285690307621,30,16,161,hds_00_030_016_000
hds_00_030_016_162,35.6405067443848,30,16,162,hds_00_030_016_000
hds_00_030_016_163,35.579902648925795,30,16,163,hds_00_030_016_000
hds_00_030_016_164,35.5484390258789,30,16,164,hds_00_030_016_000
hds_00_030_016_165,35.5870704650879,30,16,165,hds_00_030_016_000
hds_00_030_016_166,35.5918769836426,30,16,166,hds_00_030_016_000
hds_00_030_016_167,35.539009094238295,30,16,167,hds_00_030_016_000
hds_00_030_016_168,35.5939331054688,30,16,168,hds_00_030_016_000
hds_00_030_016_169,35.557464599609396,30,16,169,hds_00_030_016_000
hds_00_030_016_170,35.5951690673828,30,16,170,hds_00_030_016_000
hds_00_030_016_171,35.6457023620605,30,16,171,hds_00_030_016_000
hds_00_030_016_172,35.5728874206543,30,16,172,hds_00_030_016_000
hds_00_030_016_173,35.6535797119141,30,16,173,hds_00_030_016_000
hds_00_030_016_174,35.6324501037598,30,16,174,hds_00_030_016_000
hds_00_030_016_175,35.577323913574205,30,16,175,hds_00_030_016_000
hds_00_030_016_176,35.4827842712402,30,16,176,hds_00_030_016_000
hds_00_030_016_177,35.5726737976074,30,16,177,hds_00_030_016_000
hds_00_030_016_178,35.5758285522461,30,16,178,hds_00_030_016_000
hds_00_030_016_179,35.5092926025391,30,16,179,hds_00_030_016_000
hds_00_030_016_180,35.5483818054199,30,16,180,hds_00_030_016_000
hds_00_030_016_181,35.6339721679688,30,16,181,hds_00_030_016_000
hds_00_030_016_182,35.5693855285645,30,16,182,hds_00_030_016_000
hds_00_030_016_183,35.6007881164551,30,16,183,hds_00_030_016_000
hds_00_030_016_184,35.5430793762207,30,16,184,hds_00_030_016_000
hds_00_030_016_185,35.553127288818395,30,16,185,hds_00_030_016_000
hds_00_030_016_186,35.6264533996582,30,16,186,hds_00_030_016_000
hds_00_030_016_187,35.608829498291,30,16,187,hds_00_030_016_000
hds_00_030_016_188,35.67311477661129,30,16,188,hds_00_030_016_000
hds_00_030_016_189,35.634708404541,30,16,189,hds_00_030_016_000
hds_00_030_016_190,35.6922760009766,30,16,190,hds_00_030_016_000
hds_00_030_016_191,35.6680450439453,30,16,191,hds_00_030_016_000
hds_00_030_016_192,35.650783538818395,30,16,192,hds_00_030_016_000
hds_00_030_016_193,35.6695976257324,30,16,193,hds_00_030_016_000
hds_00_030_016_194,35.72475051879879,30,16,194,hds_00_030_016_000
hds_00_030_016_195,35.666919708252,30,16,195,hds_00_030_016_000
hds_00_030_016_196,35.66392135620121,30,16,196,hds_00_030_016_000
hds_00_030_016_197,35.5854034423828,30,16,197,hds_00_030_016_000
hds_00_030_016_198,35.655735015869105,30,16,198,hds_00_030_016_000
hds_00_030_016_199,35.5888900756836,30,16,199,hds_00_030_016_000
hds_00_030_016_200,35.548545837402294,30,16,200,hds_00_030_016_000
hds_00_030_016_201,35.5883445739746,30,16,201,hds_00_030_016_000
hds_00_030_016_202,35.5971031188965,30,16,202,hds_00_030_016_000
hds_00_030_016_203,35.5762481689453,30,16,203,hds_00_030_016_000
hds_00_030_016_204,35.640651702880895,30,16,204,hds_00_030_016_000
hds_00_030_016_205,35.663501739502,30,16,205,hds_00_030_016_000
hds_00_030_016_206,35.5995216369629,30,16,206,hds_00_030_016_000
hds_00_030_016_207,35.607852935791,30,16,207,hds_00_030_016_000
hds_00_030_016_208,35.605865478515604,30,16,208,hds_00_030_016_000
hds_00_030_016_209,35.5374298095703,30,16,209,hds_00_030_016_000
hds_00_030_016_210,35.5761947631836,30,16,210,hds_00_030_016_000
hds_00_030_016_211,35.5839424133301,30,16,211,hds_00_030_016_000
hds_00_030_016_212,35.6882476806641,30,16,212,hds_00_030_016_000
hds_00_030_016_213,35.6143035888672,30,16,213,hds_00_030_016_000
hds_00_030_016_214,35.6017608642578,30,16,214,hds_00_030_016_000
hds_00_030_016_215,35.5972442626953,30,16,215,hds_00_030_016_000
hds_00_030_016_216,35.600578308105504,30,16,216,hds_00_030_016_000
hds_00_030_016_217,35.588447570800795,30,16,217,hds_00_030_016_000
hds_00_030_016_218,35.518215179443395,30,16,218,hds_00_030_016_000
hds_00_030_016_219,35.6164207458496,30,16,219,hds_00_030_016_000
hds_00_030_016_220,35.5886573791504,30,16,220,hds_00_030_016_000
hds_00_030_016_221,35.6333427429199,30,16,221,hds_00_030_016_000
hds_00_030_016_222,35.6906776428223,30,16,222,hds_00_030_016_000
hds_00_030_016_223,35.5802764892578,30,16,223,hds_00_030_016_000
hds_00_030_016_224,35.570915222168004,30,16,224,hds_00_030_016_000
hds_00_030_016_225,35.547794342041,30,16,225,hds_00_030_016_000
hds_00_030_016_226,35.607028961181605,30,16,226,hds_00_030_016_000
hds_00_030_016_227,35.575721740722706,30,16,227,hds_00_030_016_000
hds_00_030_016_228,35.5406150817871,30,16,228,hds_00_030_016_000
hds_00_030_016_229,35.6444549560547,30,16,229,hds_00_030_016_000
hds_00_030_016_230,35.548412322998,30,16,230,hds_00_030_016_000
hds_00_030_016_231,35.535472869873,30,16,231,hds_00_030_016_000
hds_00_030_016_232,35.5444221496582,30,16,232,hds_00_030_016_000
hds_00_030_016_233,35.6682472229004,30,16,233,hds_00_030_016_000
hds_00_030_016_234,35.555328369140604,30,16,234,hds_00_030_016_000
hds_00_030_016_235,35.6021003723145,30,16,235,hds_00_030_016_000
hds_00_030_016_236,35.539794921875,30,16,236,hds_00_030_016_000
hds_00_030_016_237,35.617282867431605,30,16,237,hds_00_030_016_000
hds_00_030_016_238,35.54384231567379,30,16,238,hds_00_030_016_000
hds_00_030_016_239,35.5822906494141,30,16,239,hds_00_030_016_000
hds_00_030_016_240,35.598258972168004,30,16,240,hds_00_030_016_000
hds_00_030_016_241,35.5881309509277,30,16,241,hds_00_030_016_000
hds_00_030_016_242,35.580020904541,30,16,242,hds_00_030_016_000
hds_00_030_016_243,35.653781890869105,30,16,243,hds_00_030_016_000
hds_00_030_016_244,35.62099075317379,30,16,244,hds_00_030_016_000
hds_00_030_016_245,35.6883544921875,30,16,245,hds_00_030_016_000
hds_00_030_016_246,35.6271934509277,30,16,246,hds_00_030_016_000
hds_00_030_016_247,35.6311378479004,30,16,247,hds_00_030_016_000
hds_00_030_016_248,35.6720199584961,30,16,248,hds_00_030_016_000
hds_00_030_016_249,35.6572723388672,30,16,249,hds_00_030_016_000
hds_00_030_016_250,35.7001152038574,30,16,250,hds_00_030_016_000
hds_00_030_016_251,35.66599655151371,30,16,251,hds_00_030_016_000
hds_00_030_016_252,35.6523399353027,30,16,252,hds_00_030_016_000
hds_00_030_016_253,35.6871452331543,30,16,253,hds_00_030_016_000
hds_00_030_016_254,35.511528015136705,30,16,254,hds_00_030_016_000
hds_00_030_016_255,35.613826751709,30,16,255,hds_00_030_016_000
hds_00_030_016_256,35.5731964111328,30,16,256,hds_00_030_016_000
hds_00_030_016_257,35.593940734863295,30,16,257,hds_00_030_016_000
hds_00_030_016_258,35.596153259277294,30,16,258,hds_00_030_016_000
hds_00_030_016_259,35.6624145507812,30,16,259,hds_00_030_016_000
hds_00_030_016_260,35.6312980651855,30,16,260,hds_00_030_016_000
hds_00_030_016_261,35.6191520690918,30,16,261,hds_00_030_016_000
hds_00_030_016_262,35.5968627929688,30,16,262,hds_00_030_016_000
hds_00_030_016_263,35.581729888916,30,16,263,hds_00_030_016_000
hds_00_030_016_264,35.668670654296896,30,16,264,hds_00_030_016_000
hds_00_030_016_265,35.49086380004879,30,16,265,hds_00_030_016_000
hds_00_030_016_266,35.4741554260254,30,16,266,hds_00_030_016_000
hds_00_030_016_267,35.540519714355504,30,16,267,hds_00_030_016_000
hds_00_030_016_268,35.5653228759766,30,16,268,hds_00_030_016_000
hds_00_030_016_269,35.5802459716797,30,16,269,hds_00_030_016_000
hds_00_030_016_270,35.494621276855504,30,16,270,hds_00_030_016_000
hds_00_030_016_271,35.5908546447754,30,16,271,hds_00_030_016_000
hds_00_030_016_272,35.6186294555664,30,16,272,hds_00_030_016_000
hds_00_030_016_273,35.5526351928711,30,16,273,hds_00_030_016_000
hds_00_030_016_274,35.663425445556605,30,16,274,hds_00_030_016_000
hds_00_030_016_275,35.570407867431605,30,16,275,hds_00_030_016_000
hds_00_030_016_276,35.5007171630859,30,16,276,hds_00_030_016_000
hds_00_030_016_277,35.5986213684082,30,16,277,hds_00_030_016_000
hds_00_030_016_278,35.557647705078104,30,16,278,hds_00_030_016_000
hds_00_030_016_279,35.5092277526855,30,16,279,hds_00_030_016_000
hds_00_030_016_280,35.4851112365723,30,16,280,hds_00_030_016_000
hds_00_030_016_281,35.552806854248,30,16,281,hds_00_030_016_000
hds_00_030_016_282,35.5471229553223,30,16,282,hds_00_030_016_000
hds_00_030_016_283,35.513729095459,30,16,283,hds_00_030_016_000
hds_00_030_016_284,35.4516716003418,30,16,284,hds_00_030_016_000
hds_00_030_016_285,35.5370101928711,30,16,285,hds_00_030_016_000
hds_00_030_016_286,35.46791458129879,30,16,286,hds_00_030_016_000
hds_00_030_016_287,35.46592330932621,30,16,287,hds_00_030_016_000
hds_00_030_016_288,35.5149536132812,30,16,288,hds_00_030_016_000
hds_00_030_016_289,35.3542823791504,30,16,289,hds_00_030_016_000
hds_00_030_016_290,35.3305244445801,30,16,290,hds_00_030_016_000
hds_00_030_016_291,35.3027381896973,30,16,291,hds_00_030_016_000
hds_00_030_016_292,35.4293670654297,30,16,292,hds_00_030_016_000
hds_00_030_016_293,35.4893798828125,30,16,293,hds_00_030_016_000
hds_00_030_016_294,35.5184745788574,30,16,294,hds_00_030_016_000
hds_00_030_016_295,35.389900207519496,30,16,295,hds_00_030_016_000
hds_00_030_016_296,35.3695487976074,30,16,296,hds_00_030_016_000
hds_00_030_016_297,35.3387451171875,30,16,297,hds_00_030_016_000
hds_00_030_016_298,35.4467926025391,30,16,298,hds_00_030_016_000
hds_00_030_016_299,35.322715759277294,30,16,299,hds_00_030_016_000
hds_00_030_016_300,35.554500579834,30,16,300,hds_00_030_016_000
hds_00_030_016_301,35.5518646240234,30,16,301,hds_00_030_016_000
hds_00_030_016_302,35.5145111083984,30,16,302,hds_00_030_016_000
hds_00_030_016_303,35.4463043212891,30,16,303,hds_00_030_016_000
hds_00_030_016_304,35.4745941162109,30,16,304,hds_00_030_016_000
hds_00_030_016_305,35.595008850097706,30,16,305,hds_00_030_016_000
hds_00_030_016_306,35.4475059509277,30,16,306,hds_00_030_016_000
hds_00_030_016_307,35.4572525024414,30,16,307,hds_00_030_016_000
hds_00_030_016_308,35.449977874755895,30,16,308,hds_00_030_016_000
hds_00_030_016_309,35.4270896911621,30,16,309,hds_00_030_016_000
hds_00_030_016_310,35.5253143310547,30,16,310,hds_00_030_016_000
hds_00_030_016_311,35.570564270019496,30,16,311,hds_00_030_016_000
hds_00_030_016_312,35.4971771240234,30,16,312,hds_00_030_016_000
hds_00_030_016_313,35.4666328430176,30,16,313,hds_00_030_016_000
hds_00_030_016_314,35.4671287536621,30,16,314,hds_00_030_016_000
hds_00_030_016_315,35.4590911865234,30,16,315,hds_00_030_016_000
hds_00_030_016_316,35.5431976318359,30,16,316,hds_00_030_016_000
hds_00_030_016_317,35.4678955078125,30,16,317,hds_00_030_016_000
hds_00_030_016_318,35.5429573059082,30,16,318,hds_00_030_016_000
hds_00_030_016_319,35.6247673034668,30,16,319,hds_00_030_016_000
hds_00_030_016_320,35.503303527831996,30,16,320,hds_00_030_016_000
hds_00_030_016_321,35.4944496154785,30,16,321,hds_00_030_016_000
hds_00_030_016_322,35.5167579650879,30,16,322,hds_00_030_016_000
hds_00_030_016_323,35.498931884765604,30,16,323,hds_00_030_016_000
hds_00_030_016_324,35.5272064208984,30,16,324,hds_00_030_016_000
hds_00_030_016_325,35.513008117675795,30,16,325,hds_00_030_016_000
hds_00_030_016_326,35.52952194213871,30,16,326,hds_00_030_016_000
hds_00_030_016_327,35.576995849609396,30,16,327,hds_00_030_016_000
hds_00_030_016_328,35.502037048339794,30,16,328,hds_00_030_016_000
hds_00_030_016_329,35.5738677978516,30,16,329,hds_00_030_016_000
hds_00_030_016_330,35.524356842041,30,16,330,hds_00_030_016_000
hds_00_030_016_331,35.4425811767578,30,16,331,hds_00_030_016_000
hds_00_030_016_332,35.4605941772461,30,16,332,hds_00_030_016_000
hds_00_030_016_333,35.577121734619105,30,16,333,hds_00_030_016_000
hds_00_030_016_334,35.5756072998047,30,16,334,hds_00_030_016_000
hds_00_030_016_335,35.600616455078104,30,16,335,hds_00_030_016_000
hds_00_030_016_336,35.517879486084,30,16,336,hds_00_030_016_000
hds_00_030_016_337,35.5502128601074,30,16,337,hds_00_030_016_000
hds_00_030_016_338,35.5222206115723,30,16,338,hds_00_030_016_000
hds_00_030_016_339,35.4684638977051,30,16,339,hds_00_030_016_000
hds_00_030_016_340,35.545093536377,30,16,340,hds_00_030_016_000
hds_00_030_016_341,35.50974655151371,30,16,341,hds_00_030_016_000
hds_00_030_016_342,35.535636901855504,30,16,342,hds_00_030_016_000
hds_00_030_016_343,35.5578498840332,30,16,343,hds_00_030_016_000
hds_00_030_016_344,35.528980255127,30,16,344,hds_00_030_016_000
hds_00_030_016_345,35.5124092102051,30,16,345,hds_00_030_016_000
hds_00_030_016_346,35.471771240234396,30,16,346,hds_00_030_016_000
hds_00_030_016_347,35.4733657836914,30,16,347,hds_00_030_016_000
hds_00_030_016_348,35.6323661804199,30,16,348,hds_00_030_016_000
hds_00_030_016_349,35.5465240478516,30,16,349,hds_00_030_016_000
hds_00_030_016_350,35.574836730956996,30,16,350,hds_00_030_016_000
hds_00_030_016_351,35.5391693115234,30,16,351,hds_00_030_016_000
hds_00_030_016_352,35.507869720459,30,16,352,hds_00_030_016_000
hds_00_030_016_353,35.5445899963379,30,16,353,hds_00_030_016_000
hds_00_030_016_354,35.5686912536621,30,16,354,hds_00_030_016_000
hds_00_030_016_355,35.5633773803711,30,16,355,hds_00_030_016_000
hds_00_030_016_356,35.548069000244105,30,16,356,hds_00_030_016_000
hds_00_030_016_357,35.4979400634766,30,16,357,hds_00_030_016_000
hds_00_030_016_358,35.5042114257812,30,16,358,hds_00_030_016_000
hds_00_030_016_359,35.4208869934082,30,16,359,hds_00_030_016_000
hds_00_030_016_360,35.5918197631836,30,16,360,hds_00_030_016_000
hds_00_030_016_361,35.3699226379395,30,16,361,hds_00_030_016_000
hds_00_030_016_362,35.457084655761705,30,16,362,hds_00_030_016_000
hds_00_030_016_363,35.4977416992188,30,16,363,hds_00_030_016_000
hds_00_030_016_364,35.439281463623,30,16,364,hds_00_030_016_000
hds_00_034_008_000,34.7454261779785,34,8,0,hds_00_034_008_000
hds_00_034_008_001,34.717819213867195,34,8,1,hds_00_034_008_000
hds_00_034_008_002,34.52734375,34,8,2,hds_00_034_008_000
hds_00_034_008_003,34.6225738525391,34,8,3,hds_00_034_008_000
hds_00_034_008_004,34.7620315551758,34,8,4,hds_00_034_008_000
hds_00_034_008_005,34.5459136962891,34,8,5,hds_00_034_008_000
hds_00_034_008_006,34.6325035095215,34,8,6,hds_00_034_008_000
hds_00_034_008_007,34.352127075195305,34,8,7,hds_00_034_008_000
hds_00_034_008_008,34.815731048584,34,8,8,hds_00_034_008_000
hds_00_034_008_009,34.2437324523926,34,8,9,hds_00_034_008_000
hds_00_034_008_010,34.5477256774902,34,8,10,hds_00_034_008_000
hds_00_034_008_011,34.537731170654304,34,8,11,hds_00_034_008_000
hds_00_034_008_012,33.613430023193395,34,8,12,hds_00_034_008_000
hds_00_034_008_013,33.8496322631836,34,8,13,hds_00_034_008_000
hds_00_034_008_014,33.816116333007805,34,8,14,hds_00_034_008_000
hds_00_034_008_015,34.0308151245117,34,8,15,hds_00_034_008_000
hds_00_034_008_016,33.453887939453104,34,8,16,hds_00_034_008_000
hds_00_034_008_017,32.9408950805664,34,8,17,hds_00_034_008_000
hds_00_034_008_018,33.2905311584473,34,8,18,hds_00_034_008_000
hds_00_034_008_019,33.4109115600586,34,8,19,hds_00_034_008_000
hds_00_034_008_020,33.034553527831996,34,8,20,hds_00_034_008_000
hds_00_034_008_021,32.1765098571777,34,8,21,hds_00_034_008_000
hds_00_034_008_022,30.4172191619873,34,8,22,hds_00_034_008_000
hds_00_034_008_023,31.8407554626465,34,8,23,hds_00_034_008_000
hds_00_034_008_024,31.983209609985398,34,8,24,hds_00_034_008_000
hds_00_034_008_025,31.0625190734863,34,8,25,hds_00_034_008_000
hds_00_034_008_026,32.908699035644496,34,8,26,hds_00_034_008_000
hds_00_034_008_027,32.273223876953104,34,8,27,hds_00_034_008_000
hds_00_034_008_028,33.0135459899902,34,8,28,hds_00_034_008_000
hds_00_034_008_029,33.328849792480504,34,8,29,hds_00_034_008_000
hds_00_034_008_030,33.288131713867195,34,8,30,hds_00_034_008_000
hds_00_034_008_031,33.596954345703104,34,8,31,hds_00_034_008_000
hds_00_034_008_032,34.0934219360352,34,8,32,hds_00_034_008_000
hds_00_034_008_033,33.6790390014648,34,8,33,hds_00_034_008_000
hds_00_034_008_034,33.6777191162109,34,8,34,hds_00_034_008_000
hds_00_034_008_035,34.035446166992195,34,8,35,hds_00_034_008_000
hds_00_034_008_036,34.002975463867195,34,8,36,hds_00_034_008_000
hds_00_034_008_037,34.304103851318395,34,8,37,hds_00_034_008_000
hds_00_034_008_038,34.2736473083496,34,8,38,hds_00_034_008_000
hds_00_034_008_039,34.369674682617195,34,8,39,hds_00_034_008_000
hds_00_034_008_040,34.0792045593262,34,8,40,hds_00_034_008_000
hds_00_034_008_041,34.26318359375,34,8,41,hds_00_034_008_000
hds_00_034_008_042,34.2130928039551,34,8,42,hds_00_034_008_000
hds_00_034_008_043,34.9632949829102,34,8,43,hds_00_034_008_000
hds_00_034_008_044,35.0256004333496,34,8,44,hds_00_034_008_000
hds_00_034_008_045,35.2077522277832,34,8,45,hds_00_034_008_000
hds_00_034_008_046,35.0025482177734,34,8,46,hds_00_034_008_000
hds_00_034_008_047,35.2477912902832,34,8,47,hds_00_034_008_000
hds_00_034_008_048,35.4378051757812,34,8,48,hds_00_034_008_000
hds_00_034_008_049,35.443775177002,34,8,49,hds_00_034_008_000
hds_00_034_008_050,35.4045906066895,34,8,50,hds_00_034_008_000
hds_00_034_008_051,35.3290977478027,34,8,51,hds_00_034_008_000
hds_00_034_008_052,35.426586151123,34,8,52,hds_00_034_008_000
hds_00_034_008_053,35.3724212646484,34,8,53,hds_00_034_008_000
hds_00_034_008_054,35.413143157959,34,8,54,hds_00_034_008_000
hds_00_034_008_055,35.4689178466797,34,8,55,hds_00_034_008_000
hds_00_034_008_056,35.217113494873,34,8,56,hds_00_034_008_000
hds_00_034_008_057,35.3280639648438,34,8,57,hds_00_034_008_000
hds_00_034_008_058,35.2037506103516,34,8,58,hds_00_034_008_000
hds_00_034_008_059,35.33314895629879,34,8,59,hds_00_034_008_000
hds_00_034_008_060,35.4420127868652,34,8,60,hds_00_034_008_000
hds_00_034_008_061,35.466278076171896,34,8,61,hds_00_034_008_000
hds_00_034_008_062,35.413993835449205,34,8,62,hds_00_034_008_000
hds_00_034_008_063,35.565616607666,34,8,63,hds_00_034_008_000
hds_00_034_008_064,35.2714195251465,34,8,64,hds_00_034_008_000
hds_00_034_008_065,35.438175201416,34,8,65,hds_00_034_008_000
hds_00_034_008_066,35.3911247253418,34,8,66,hds_00_034_008_000
hds_00_034_008_067,35.423866271972706,34,8,67,hds_00_034_008_000
hds_00_034_008_068,35.2136344909668,34,8,68,hds_00_034_008_000
hds_00_034_008_069,35.3928642272949,34,8,69,hds_00_034_008_000
hds_00_034_008_070,35.4302520751953,34,8,70,hds_00_034_008_000
hds_00_034_008_071,35.3064079284668,34,8,71,hds_00_034_008_000
hds_00_034_008_072,35.011325836181605,34,8,72,hds_00_034_008_000
hds_00_034_008_073,35.2986068725586,34,8,73,hds_00_034_008_000
hds_00_034_008_074,35.29506301879879,34,8,74,hds_00_034_008_000
hds_00_034_008_075,35.453460693359396,34,8,75,hds_00_034_008_000
hds_00_034_008_076,35.3479118347168,34,8,76,hds_00_034_008_000
hds_00_034_008_077,35.4707489013672,34,8,77,hds_00_034_008_000
hds_00_034_008_078,35.494102478027294,34,8,78,hds_00_034_008_000
hds_00_034_008_079,35.302585601806605,34,8,79,hds_00_034_008_000
hds_00_034_008_080,35.4401817321777,34,8,80,hds_00_034_008_000
hds_00_034_008_081,35.459621429443395,34,8,81,hds_00_034_008_000
hds_00_034_008_082,35.4034843444824,34,8,82,hds_00_034_008_000
hds_00_034_008_083,35.539459228515604,34,8,83,hds_00_034_008_000
hds_00_034_008_084,35.3667640686035,34,8,84,hds_00_034_008_000
hds_00_034_008_085,35.465480804443395,34,8,85,hds_00_034_008_000
hds_00_034_008_086,35.417396545410206,34,8,86,hds_00_034_008_000
hds_00_034_008_087,35.5522422790527,34,8,87,hds_00_034_008_000
hds_00_034_008_088,35.4603271484375,34,8,88,hds_00_034_008_000
hds_00_034_008_089,35.5377922058105,34,8,89,hds_00_034_008_000
hds_00_034_008_090,35.45139694213871,34,8,90,hds_00_034_008_000
hds_00_034_008_091,35.3398590087891,34,8,91,hds_00_034_008_000
hds_00_034_008_092,35.4046211242676,34,8,92,hds_00_034_008_000
hds_00_034_008_093,35.513820648193395,34,8,93,hds_00_034_008_000
hds_00_034_008_094,35.4265480041504,34,8,94,hds_00_034_008_000
hds_00_034_008_095,35.540275573730504,34,8,95,hds_00_034_008_000
hds_00_034_008_096,35.4626121520996,34,8,96,hds_00_034_008_000
hds_00_034_008_097,35.474662780761705,34,8,97,hds_00_034_008_000
hds_00_034_008_098,35.290077209472706,34,8,98,hds_00_034_008_000
hds_00_034_008_099,35.5170288085938,34,8,99,hds_00_034_008_000
hds_00_034_008_100,35.2972564697266,34,8,100,hds_00_034_008_000
hds_00_034_008_101,35.488433837890604,34,8,101,hds_00_034_008_000
hds_00_034_008_102,35.4779396057129,34,8,102,hds_00_034_008_000
hds_00_034_008_103,35.4356079101562,34,8,103,hds_00_034_008_000
hds_00_034_008_104,35.51890182495121,34,8,104,hds_00_034_008_000
hds_00_034_008_105,35.6014251708984,34,8,105,hds_00_034_008_000
hds_00_034_008_106,35.505344390869105,34,8,106,hds_00_034_008_000
hds_00_034_008_107,35.4390716552734,34,8,107,hds_00_034_008_000
hds_00_034_008_108,35.4601593017578,34,8,108,hds_00_034_008_000
hds_00_034_008_109,35.4729881286621,34,8,109,hds_00_034_008_000
hds_00_034_008_110,35.5133628845215,34,8,110,hds_00_034_008_000
hds_00_034_008_111,35.547882080078104,34,8,111,hds_00_034_008_000
hds_00_034_008_112,35.5367279052734,34,8,112,hds_00_034_008_000
hds_00_034_008_113,35.5125579833984,34,8,113,hds_00_034_008_000
hds_00_034_008_114,35.590003967285206,34,8,114,hds_00_034_008_000
hds_00_034_008_115,35.53928756713871,34,8,115,hds_00_034_008_000
hds_00_034_008_116,35.543388366699205,34,8,116,hds_00_034_008_000
hds_00_034_008_117,35.618988037109396,34,8,117,hds_00_034_008_000
hds_00_034_008_118,35.7063331604004,34,8,118,hds_00_034_008_000
hds_00_034_008_119,35.5738372802734,34,8,119,hds_00_034_008_000
hds_00_034_008_120,35.6222381591797,34,8,120,hds_00_034_008_000
hds_00_034_008_121,35.5883636474609,34,8,121,hds_00_034_008_000
hds_00_034_008_122,35.630912780761705,34,8,122,hds_00_034_008_000
hds_00_034_008_123,35.5850219726562,34,8,123,hds_00_034_008_000
hds_00_034_008_124,35.6818695068359,34,8,124,hds_00_034_008_000
hds_00_034_008_125,35.6408538818359,34,8,125,hds_00_034_008_000
hds_00_034_008_126,35.621429443359396,34,8,126,hds_00_034_008_000
hds_00_034_008_127,35.6101837158203,34,8,127,hds_00_034_008_000
hds_00_034_008_128,35.68528366088871,34,8,128,hds_00_034_008_000
hds_00_034_008_129,35.673282623291,34,8,129,hds_00_034_008_000
hds_00_034_008_130,35.5528564453125,34,8,130,hds_00_034_008_000
hds_00_034_008_131,35.707801818847706,34,8,131,hds_00_034_008_000
hds_00_034_008_132,35.6063232421875,34,8,132,hds_00_034_008_000
hds_00_034_008_133,35.705810546875,34,8,133,hds_00_034_008_000
hds_00_034_008_134,35.6732597351074,34,8,134,hds_00_034_008_000
hds_00_034_008_135,35.615940093994105,34,8,135,hds_00_034_008_000
hds_00_034_008_136,35.6091918945312,34,8,136,hds_00_034_008_000
hds_00_034_008_137,35.550506591796896,34,8,137,hds_00_034_008_000
hds_00_034_008_138,35.5492362976074,34,8,138,hds_00_034_008_000
hds_00_034_008_139,35.5790252685547,34,8,139,hds_00_034_008_000
hds_00_034_008_140,35.65700149536129,34,8,140,hds_00_034_008_000
hds_00_034_008_141,35.62794876098629,34,8,141,hds_00_034_008_000
hds_00_034_008_142,35.610565185546896,34,8,142,hds_00_034_008_000
hds_00_034_008_143,35.6379356384277,34,8,143,hds_00_034_008_000
hds_00_034_008_144,35.636623382568395,34,8,144,hds_00_034_008_000
hds_00_034_008_145,35.589851379394496,34,8,145,hds_00_034_008_000
hds_00_034_008_146,35.658119201660206,34,8,146,hds_00_034_008_000
hds_00_034_008_147,35.7048683166504,34,8,147,hds_00_034_008_000
hds_00_034_008_148,35.616645812988295,34,8,148,hds_00_034_008_000
hds_00_034_008_149,35.6412200927734,34,8,149,hds_00_034_008_000
hds_00_034_008_150,35.631664276123,34,8,150,hds_00_034_008_000
hds_00_034_008_151,35.6103744506836,34,8,151,hds_00_034_008_000
hds_00_034_008_152,35.6410331726074,34,8,152,hds_00_034_008_000
hds_00_034_008_153,35.6615562438965,34,8,153,hds_00_034_008_000
hds_00_034_008_154,35.6785163879395,34,8,154,hds_00_034_008_000
hds_00_034_008_155,35.661979675293004,34,8,155,hds_00_034_008_000
hds_00_034_008_156,35.6257820129395,34,8,156,hds_00_034_008_000
hds_00_034_008_157,35.661376953125,34,8,157,hds_00_034_008_000
hds_00_034_008_158,35.6493530273438,34,8,158,hds_00_034_008_000
hds_00_034_008_159,35.684761047363295,34,8,159,hds_00_034_008_000
hds_00_034_008_160,35.6597671508789,34,8,160,hds_00_034_008_000
hds_00_034_008_161,35.636077880859396,34,8,161,hds_00_034_008_000
hds_00_034_008_162,35.714775085449205,34,8,162,hds_00_034_008_000
