"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
   8.42769046743E+01   7.57300000000E+01  h3860.1     
   8.43419391587E+01   7.56600000000E+01  h3860.2     
   8.44295365594E+01   7.52600000000E+01  h3860.3     
   8.46025313732E+01   7.56900000000E+01  h3860.4     
   8.47274178194E+01   7.62100000000E+01  h3860.5     
   8.48544545626E+01   7.63700000000E+01  h3860.6     
   8.49800680718E+01   7.64500000000E+01  h3860.7     
   8.50970368495E+01   7.70600000000E+01  h3860.8     
   8.52099013971E+01   7.82200000000E+01  h3860.9     
   8.53033982000E+01   7.53300000000E+01  h3860.10    
   8.53909781013E+01   7.53400000000E+01  h3860.11    
   8.54564215454E+01   7.47300000000E+01  h3860.12    
   8.55403889449E+01   7.41900000000E+01  h3860.13    
   8.55893179269E+01   7.44900000000E+01  h3860.14    
   8.56841285330E+01   7.43400000000E+01  h3860.15    
   8.57416658160E+01   7.46800000000E+01  h3860.16    
   8.58027880152E+01   7.39600000000E+01  h3860.17    
   8.59108584314E+01   7.44500000000E+01  h3860.18    
   8.59788163354E+01   7.47700000000E+01  h3860.19    
   8.60789193499E+01   7.53200000000E+01  h3860.20    
   8.61147221645E+01   7.63000000000E+01  h3860.21    
   8.61744750651E+01   7.67500000000E+01  h3860.22    
   8.62479633477E+01   7.57900000000E+01  h3860.23    
   8.63106375001E+01   7.48900000000E+01  h3860.24    
   8.63395115024E+01   7.51500000000E+01  h3860.25    
   8.63839474484E+01   7.44000000000E+01  h3860.26    
   8.64089613627E+01   7.43500000000E+01  h3860.27    
   8.64312089422E+01   7.43600000000E+01  h3860.28    
   8.64833857793E+01   7.61800000000E+01  h3860.29    
   8.65038952512E+01   7.61500000000E+01  h3860.30    
   8.63826946647E+01   7.51800000000E+01  h3860.31    
   8.63739470436E+01   7.54500000000E+01  h3860.32    
   8.64020784590E+01   7.64200000000E+01  h3860.33    
   8.64529290660E+01   7.59100000000E+01  h3860.34    
   8.65787248733E+01   7.59800000000E+01  h3860.35    
   8.65965813183E+01   7.62100000000E+01  h3860.36    
   8.61061380212E+01   7.60900000000E+01  h3860.37    
   8.60481572678E+01   7.56700000000E+01  h3860.38    
   8.59585699297E+01   7.58600000000E+01  h3860.39    
   8.58909697775E+01   7.53100000000E+01  h3860.40    
   8.58263013979E+01   7.48700000000E+01  h3860.41    
   8.60726110111E+01   7.42100000000E+01  h3860.42    
   8.59197334204E+01   7.41200000000E+01  h3860.43    
   8.57982550548E+01   7.35200000000E+01  h3860.44    
   8.57205350420E+01   7.34300000000E+01  h3860.45    
   8.56137742096E+01   7.32400000000E+01  h3860.46    
   8.50963589686E+01   7.33900000000E+01  h3860.47    
   8.50211208466E+01   7.41700000000E+01  h3860.48    
   8.48456423542E+01   7.37100000000E+01  h3860.49    
   8.47197015077E+01   7.31700000000E+01  h3860.50    
   8.66430400804E+01   8.97900000000E+01  h3861.1     
   8.66242251865E+01   8.97000000000E+01  h3861.2     
   8.67481470395E+01   9.03500000000E+01  h3861.3     
   8.67920376081E+01   9.00300000000E+01  h3861.4     
   8.67299402551E+01   9.02300000000E+01  h3861.5     
   8.66752472239E+01   9.02400000000E+01  h3861.6     
   8.65911234009E+01   8.98900000000E+01  h3861.7     
   8.65277504672E+01   8.93000000000E+01  h3861.8     
   8.64416341238E+01   8.87700000000E+01  h3861.9     
   8.63217382164E+01   8.79600000000E+01  h3861.10    
   8.61778105595E+01   8.78900000000E+01  h3861.11    
   8.60487554446E+01   8.72100000000E+01  h3861.12    
   8.59480418192E+01   8.72500000000E+01  h3861.13    
   8.58447620949E+01   8.69800000000E+01  h3861.14    
   8.57260570680E+01   8.71700000000E+01  h3861.15    
   8.56441714306E+01   8.78000000000E+01  h3861.16    
   8.54892840913E+01   8.75800000000E+01  h3861.17    
   8.53574372979E+01   8.67600000000E+01  h3861.18    
   1.38604117860E+02   1.59710000000E+02  h3888.1     
   1.38253265941E+02   1.59820000000E+02  h3888.2     
   1.37225110761E+02   1.58810000000E+02  h3888.3     
   1.36039654497E+02   1.57860000000E+02  h3888.4     
   1.34903888221E+02   1.57980000000E+02  h3888.5     
   1.34080426175E+02   1.57850000000E+02  h3888.6     
   1.33281271324E+02   1.57280000000E+02  h3888.7     
   1.32666807407E+02   1.57150000000E+02  h3888.8     
   1.30855400519E+02   1.96240000000E+02  h3888.9     
   5.89622084862E+01   5.95600000000E+01  h3920.1     
   5.89634380450E+01   7.05300000000E+01  h3920.2     
   5.89735170658E+01   6.52100000000E+01  h3920.3     
   8.70221092831E+01   8.14000000000E+01  h3943.1     
   8.70263588555E+01   8.25100000000E+01  h3943.2     
   8.70853383106E+01   8.51100000000E+01  h3943.3     
   1.68869084337E+02   1.96380000000E+02  h3954.1     
   1.68870125936E+02   1.93140000000E+02  h3954.2     
   1.68871302868E+02   1.93360000000E+02  h3954.3     
   1.68872819325E+02   1.88900000000E+02  h3954.4     
   1.68874415282E+02   1.92420000000E+02  h3954.5     
   1.68875949975E+02   1.91000000000E+02  h3954.6     
   1.68877122872E+02   1.91620000000E+02  h3954.7     
   1.68878432669E+02   1.87570000000E+02  h3954.8     
   1.68879973462E+02   1.86970000000E+02  h3954.9     
   1.68881527301E+02   1.85000000000E+02  h3954.10    
   1.68884468949E+02   1.87940000000E+02  h3954.11    
   1.68887126782E+02   1.90860000000E+02  h3954.12    
   1.68889615087E+02   1.89280000000E+02  h3954.13    
   1.68892079286E+02   1.87850000000E+02  h3954.14    
   1.68894549909E+02   1.92450000000E+02  h3954.15    
   1.68897046340E+02   1.90340000000E+02  h3954.16    
   1.68899028197E+02   1.86490000000E+02  h3954.17    
   1.68900936120E+02   1.83980000000E+02  h3954.18    
   1.68903222117E+02   1.83440000000E+02  h3954.19    
   1.68905333732E+02   1.82240000000E+02  h3954.20    
   1.68910106332E+02   1.84290000000E+02  h3954.21    
   1.68913077314E+02   1.84240000000E+02  h3954.22    
   1.68915728244E+02   1.84500000000E+02  h3954.23    
   1.68918182176E+02   1.83420000000E+02  h3954.24    
   1.68920666060E+02   1.83020000000E+02  h3954.25    
   1.68923962613E+02   1.89550000000E+02  h3954.26    
   1.68926690069E+02   1.86260000000E+02  h3954.27    
   1.68929994712E+02   1.91050000000E+02  h3954.28    
   1.68933129035E+02   1.88230000000E+02  h3954.29    
   1.68936032589E+02   1.84300000000E+02  h3954.30    
   1.68938931021E+02   1.83950000000E+02  h3954.31    
   1.68941629920E+02   1.87760000000E+02  h3954.32    
   1.68944384169E+02   1.85030000000E+02  h3954.33    
   1.68947196531E+02   1.83470000000E+02  h3954.34    
   1.68949807639E+02   1.83220000000E+02  h3954.35    
   1.68952742133E+02   1.83860000000E+02  h3954.36    
   1.68956862025E+02   1.82880000000E+02  h3954.37    
   1.68959979649E+02   1.85370000000E+02  h3954.38    
   1.68961433792E+02   1.88720000000E+02  h3954.39    
   8.85900787964E+01   6.54100000000E+01  h3955.1     
   8.85941309464E+01   6.60800000000E+01  h3955.2     
   8.86634228916E+01   6.66700000000E+01  h3955.3     
   8.88652205522E+01   6.92800000000E+01  h3955.4     
   8.66628577892E+01   7.71700000000E+01  h3960.1     
   8.66761856844E+01   8.15400000000E+01  h3960.2     
   8.68280161375E+01   8.20400000000E+01  h3960.3     
   8.47963935336E+01   7.98900000000E+01  h3978.1     
   8.47984011592E+01   8.49900000000E+01  h3978.2     
   8.48865852454E+01   8.50300000000E+01  h3978.3     
   8.18893566837E+01   7.76600000000E+01  h3979.1     
   8.18830720400E+01   7.75000000000E+01  h3979.2     
   8.18872359321E+01   7.79800000000E+01  h3979.3     
   8.18648525735E+01   7.74000000000E+01  h3979.4     
   8.18416673916E+01   7.64200000000E+01  h3979.5     
   8.18263395310E+01   7.61100000000E+01  h3979.6     
   8.17397891866E+01   7.61100000000E+01  h3979.7     
   8.14183896251E+01   7.55800000000E+01  h3979.8     
   8.13584743921E+01   7.65800000000E+01  h3979.9     
   8.13127106355E+01   7.63200000000E+01  h3979.10    
   8.12849846266E+01   7.59200000000E+01  h3979.11    
   8.15475743052E+01   7.57400000000E+01  h3979.12    
   8.16977582895E+01   7.57400000000E+01  h3979.13    
   8.17503193863E+01   7.67200000000E+01  h3979.14    
   8.18068844045E+01   7.49000000000E+01  h3979.15    
   8.19047672489E+01   7.58300000000E+01  h3979.16    
   8.06320164186E+01   7.75100000000E+01  h3979.17    
   8.01344986070E+01   7.66800000000E+01  h3979.18    
   7.99385180662E+01   7.58800000000E+01  h3979.19    
   5.49078988797E+01  -5.60900000000E+01  h3985.1     
   5.46206963806E+01  -5.35100000000E+01  h3985.2     
   5.38410652310E+01  -5.73100000000E+01  h3985.3     
   5.24045254304E+01  -4.71100000000E+01  h3985.4     
  -6.80837445188E+01  -4.95100000000E+01  h3985.5     
  -1.21897341219E+02  -4.54600000000E+01  h3985.6     
  -1.53527332874E+02  -5.03100000000E+01  h3985.7     
  -1.74247471988E+02  -6.79800000000E+01  h3985.8     
  -1.89713735312E+02  -5.50300000000E+01  h3985.9     
  -1.95107011141E+02  -7.56800000000E+01  h3985.10    
  -2.04014267267E+02  -7.80600000000E+01  h3985.11    
  -2.12502258946E+02  -8.04600000000E+01  h3985.12    
  -2.19946395134E+02  -7.54600000000E+01  h3985.13    
  -2.26706853840E+02  -7.82200000000E+01  h3985.14    
  -2.41349237081E+02  -7.76100000000E+01  h3985.15    
  -2.49141926218E+02  -7.38500000000E+01  h3985.16    
  -2.55322497278E+02  -8.01200000000E+01  h3985.17    
  -2.60615624557E+02  -7.66900000000E+01  h3985.18    
  -2.65364585613E+02  -7.98700000000E+01  h3985.19    
  -2.56812861472E+02  -8.13000000000E+01  h3985.20    
  -2.55784909896E+02  -7.74500000000E+01  h3985.21    
  -2.57071574982E+02  -6.33600000000E+01  h3985.22    
  -2.59264532214E+02  -7.14300000000E+01  h3985.23    
  -2.60351471109E+02  -8.28600000000E+01  h3985.24    
  -2.49880230543E+02  -8.02900000000E+01  h3985.25    
  -2.46711733550E+02  -7.52700000000E+01  h3985.26    
  -2.46192367981E+02  -8.32400000000E+01  h3985.27    
  -2.46696909440E+02  -6.67800000000E+01  h3985.28    
  -2.47754845093E+02  -5.27800000000E+01  h3985.29    
  -2.10766763175E+02  -5.01500000000E+01  h3985.30    
  -1.95872952923E+02  -5.19500000000E+01  h3985.31    
  -1.88638537839E+02  -3.96200000000E+01  h3985.32    
  -1.83643936043E+02  -3.43000000000E+01  h3985.33    
  -1.80419637115E+02  -4.61000000000E+01  h3985.34    
  -1.56291580614E+02  -3.75800000000E+01  h3985.35    
  -1.45391458491E+02  -3.38400000000E+01  h3985.36    
  -1.39657617930E+02  -3.21100000000E+01  h3985.37    
  -1.35139736416E+02  -3.14500000000E+01  h3985.38    
  -1.31784045171E+02  -3.64000000000E+01  h3985.39    
  -1.28812077121E+02  -4.09900000000E+01  h3985.40    
  -1.26492090626E+02  -3.48700000000E+01  h3985.41    
  -1.24705644390E+02  -3.80000000000E+01  h3985.42    
  -1.23160215151E+02  -3.85800000000E+01  h3985.43    
  -1.21981130301E+02  -4.16800000000E+01  h3985.44    
  -1.05670541742E+02  -4.55900000000E+01  h3985.45    
  -9.76955871375E+01  -4.65100000000E+01  h3985.46    
  -9.21624586508E+01  -4.62800000000E+01  h3985.47    
  -8.98141418384E+01  -4.49100000000E+01  h3985.48    
  -8.72827432647E+01  -4.99700000000E+01  h3985.49    
  -9.66952647699E+01  -4.78600000000E+01  h3985.50    
  -1.00248167924E+02  -5.06000000000E+01  h3985.51    
  -1.01743071434E+02  -3.52000000000E+01  h3985.52    
  -1.02563914268E+02  -3.76800000000E+01  h3985.53    
   6.04968437566E+01   6.57100000000E+01  h3994.1     
   6.04962966289E+01   6.79000000000E+01  h3994.2     
   6.05040253261E+01   7.16200000000E+01  h3994.3     
   6.19318387641E+01   5.55500000000E+01  h4029.1     
   6.19337573678E+01   5.58300000000E+01  h4029.2     
   6.19465167655E+01   5.62800000000E+01  h4029.3     
   6.73984654857E+01   6.66400000000E+01  h4041.1     
   6.70794607324E+01   7.03400000000E+01  h4041.2     
   6.70857858845E+01   7.04400000000E+01  h4041.3     
   6.70761796294E+01   6.99100000000E+01  h4041.4     
   6.70679174066E+01   6.95800000000E+01  h4041.5     
   6.70580660562E+01   7.07000000000E+01  h4041.6     
   6.70414936435E+01   7.23400000000E+01  h4041.7     
   6.70384117524E+01   7.25700000000E+01  h4041.8     
   6.70281470441E+01   7.34400000000E+01  h4041.9     
   6.70199682369E+01   7.32700000000E+01  h4041.10    
   6.70105487899E+01   7.09500000000E+01  h4041.11    
   6.69883407972E+01   7.69600000000E+01  h4041.12    
   6.69678154483E+01   7.61600000000E+01  h4041.13    
   6.69486840136E+01   7.84600000000E+01  h4041.14    
   6.69286128054E+01   7.91700000000E+01  h4041.15    
   6.69091386027E+01   7.99200000000E+01  h4041.16    
   6.68123546284E+01   8.04200000000E+01  h4041.17    
   1.58536475321E+02   1.72200000000E+02  h4052.1     
   1.58536529602E+02   1.72180000000E+02  h4052.2     
   1.58544867321E+02   1.79760000000E+02  h4052.3     
   1.58609910648E+02   1.80410000000E+02  h4052.4     
   1.58632755357E+02   1.79180000000E+02  h4052.5     
   6.98791187293E+01   6.58300000000E+01  h4084.1     
   6.98608423116E+01   6.70200000000E+01  h4084.2     
   6.98293825739E+01   6.66200000000E+01  h4084.3     
   6.97981287538E+01   6.67200000000E+01  h4084.4     
   6.97669218554E+01   6.52200000000E+01  h4084.5     
   6.97359924414E+01   6.55200000000E+01  h4084.6     
   6.97058032440E+01   6.60200000000E+01  h4084.7     
   6.96758018311E+01   6.71200000000E+01  h4084.8     
   6.96451863083E+01   6.78200000000E+01  h4084.9     
   6.96148571568E+01   6.63900000000E+01  h4084.10    
   6.95847315498E+01   6.45700000000E+01  h4084.11    
   6.95553906387E+01   6.42400000000E+01  h4084.12    
   6.95261641440E+01   6.08900000000E+01  h4084.13    
   6.94981829712E+01   6.12300000000E+01  h4084.14    
   6.94699953891E+01   6.18400000000E+01  h4084.15    
   6.94419374245E+01   6.14900000000E+01  h4084.16    
   6.94139317979E+01   6.16400000000E+01  h4084.17    
   6.93861298711E+01   6.28500000000E+01  h4084.18    
   6.93583447664E+01   6.16900000000E+01  h4084.19    
   6.93088672957E+01   5.91200000000E+01  h4084.20    
   6.92617832396E+01   5.78900000000E+01  h4084.21    
   6.92148602753E+01   5.71600000000E+01  h4084.22    
   6.91690037250E+01   5.20300000000E+01  h4084.23    
   6.91173431374E+01   5.08600000000E+01  h4084.24    
   6.90568681209E+01   4.92200000000E+01  h4084.25    
   6.89932671008E+01   4.62200000000E+01  h4084.26    
   6.89252455444E+01   4.66500000000E+01  h4084.27    
   6.88620724517E+01   4.64300000000E+01  h4084.28    
   6.87959558811E+01   4.66700000000E+01  h4084.29    
   6.86797550055E+01   4.66600000000E+01  h4084.30    
   6.85699987316E+01   4.69500000000E+01  h4084.31    
   6.84629645642E+01   5.06200000000E+01  h4084.32    
   6.83532149909E+01   5.27200000000E+01  h4084.33    
   6.82300806666E+01   5.23200000000E+01  h4084.34    
   6.80559103888E+01   5.35400000000E+01  h4084.35    
   6.78775743045E+01   5.47700000000E+01  h4084.36    
   6.76997668088E+01   5.43700000000E+01  h4084.37    
   6.75191992154E+01   5.45300000000E+01  h4084.38    
   6.73497413065E+01   5.62800000000E+01  h4084.39    
   6.71553312507E+01   5.30300000000E+01  h4084.40    
   6.69826434707E+01   5.75900000000E+01  h4084.41    
   6.67873805998E+01   5.77400000000E+01  h4084.42    
   6.66859028150E+01   6.03200000000E+01  h4084.43    
   7.46892304384E+01   5.66600000000E+01  h4085.1     
   5.45339185216E+01  -3.71400000000E+01  h4085.2     
   5.43634840397E+01  -4.47100000000E+01  h4085.3     
   5.36245519056E+01  -4.50400000000E+01  h4085.4     
   5.28171668808E+01  -5.37900000000E+01  h4085.5     
   5.01583122959E+01  -3.95700000000E+01  h4085.6     
  -1.30332235039E+02  -3.84500000000E+01  h4085.7     
  -1.91828253508E+02  -4.40600000000E+01  h4085.8     
  -2.24117350043E+02  -4.06400000000E+01  h4085.9     
  -2.44921704955E+02  -5.51100000000E+01  h4085.10    
  -2.60177671405E+02  -4.86400000000E+01  h4085.11    
  -2.62379940256E+02  -5.89100000000E+01  h4085.12    
  -2.70911034841E+02  -6.29400000000E+01  h4085.13    
  -2.80014561900E+02  -6.58600000000E+01  h4085.14    
  -2.86946908723E+02  -4.40400000000E+01  h4085.15    
  -2.93475573211E+02  -6.05400000000E+01  h4085.16    
  -3.11590476575E+02  -5.45400000000E+01  h4085.17    
   6.19703276543E+01   5.20400000000E+01  h4088.1     
   6.20837038379E+01   6.11700000000E+01  h4088.2     
   6.34510581204E+01   5.86900000000E+01  h4088.3     
   1.16694768238E+02   1.54000000000E+02  h4090.1     
   1.14398826158E+02   1.52950000000E+02  h4090.2     
   1.13586877720E+02   1.54360000000E+02  h4090.3     
   1.18277451160E+02   1.50540000000E+02  h4090.4     
   1.21170529411E+02   1.45160000000E+02  h4090.5     
   1.23242872490E+02   1.34680000000E+02  h4090.6     
   1.24925634557E+02   1.31660000000E+02  h4090.7     
   1.26351596487E+02   1.26550000000E+02  h4090.8     
   1.27504481864E+02   1.25480000000E+02  h4090.9     
   1.28437470391E+02   1.24280000000E+02  h4090.10    
   1.29189664144E+02   1.26350000000E+02  h4090.11    
   1.29746246164E+02   1.25140000000E+02  h4090.12    
   1.30236564684E+02   1.19380000000E+02  h4090.13    
   1.30588835230E+02   1.16340000000E+02  h4090.14    
   1.30818148800E+02   1.16870000000E+02  h4090.15    
   1.30923940193E+02   1.15710000000E+02  h4090.16    
   1.30886885188E+02   1.12410000000E+02  h4090.17    
   1.30555566516E+02   1.11370000000E+02  h4090.18    
   1.24667121812E+02   1.11090000000E+02  h4090.19    
   1.21418823169E+02   1.13100000000E+02  h4090.20    
   1.19287892575E+02   1.13730000000E+02  h4090.21    
   1.17593790942E+02   1.18120000000E+02  h4090.22    
   1.16204570445E+02   1.13000000000E+02  h4090.23    
   1.13843099600E+02   1.12440000000E+02  h4090.24    
   1.12037846067E+02   1.12050000000E+02  h4090.25    
   1.10593540736E+02   1.10800000000E+02  h4090.26    
   1.09196485303E+02   1.10890000000E+02  h4090.27    
   1.08181546065E+02   1.11070000000E+02  h4090.28    
   1.07546569078E+02   1.10730000000E+02  h4090.29    
   1.06811072953E+02   1.10710000000E+02  h4090.30    
   1.06046233970E+02   1.09370000000E+02  h4090.31    
   1.05316182929E+02   1.09120000000E+02  h4090.32    
