obsval,obsnme,obgnme
14.520757,i001pr25c14_19700102,i001pr25c14
14.468885,i001pr25c14_19750101,i001pr25c14
14.66224,i001pr25c14_19750102,i001pr25c14
45.0,i001pr25c15_19700101,i001pr25c15
14.84079,i001pr25c15_19700102,i001pr25c15
14.785309,i001pr25c15_19750101,i001pr25c15
14.841271,i001pr25c15_19750102,i001pr25c15
45.0,i001pr25c16_19700101,i001pr25c16
15.091233,i001pr25c16_19700102,i001pr25c16
15.023725,i001pr25c16_19750101,i001pr25c16
15.035112,i001pr25c16_19750102,i001pr25c16
45.0,i001pr25c17_19700101,i001pr25c17
15.282472,i001pr25c17_19700102,i001pr25c17
15.205839,i001pr25c17_19750101,i001pr25c17
15.194262,i001pr25c17_19750102,i001pr25c17
45.0,i001pr25c18_19700101,i001pr25c18
15.413249,i001pr25c18_19700102,i001pr25c18
15.3308735,i001pr25c18_19750101,i001pr25c18
15.30506,i001pr25c18_19750102,i001pr25c18
45.0,i001pr26c01_19700101,i001pr26c01
21.237234,i001pr26c01_19700102,i001pr26c01
21.121525,i001pr26c01_19750101,i001pr26c01
20.354652,i001pr26c01_19750102,i001pr26c01
45.0,i001pr26c02_19700101,i001pr26c02
20.947252,i001pr26c02_19700102,i001pr26c02
20.8298,i001pr26c02_19750101,i001pr26c02
20.07918,i001pr26c02_19750102,i001pr26c02
45.0,i001pr26c03_19700101,i001pr26c03
20.519882,i001pr26c03_19700102,i001pr26c03
20.399532,i001pr26c03_19750101,i001pr26c03
19.674793,i001pr26c03_19750102,i001pr26c03
45.0,i001pr26c04_19700101,i001pr26c04
19.976974,i001pr26c04_19700102,i001pr26c04
19.852604,i001pr26c04_19750101,i001pr26c04
19.164103,i001pr26c04_19750102,i001pr26c04
45.0,i001pr26c05_19700101,i001pr26c05
19.421991,i001pr26c05_19700102,i001pr26c05
19.293465,i001pr26c05_19750101,i001pr26c05
18.652575,i001pr26c05_19750102,i001pr26c05
45.0,i001pr26c06_19700101,i001pr26c06
18.836346,i001pr26c06_19700102,i001pr26c06
18.702616,i001pr26c06_19750101,i001pr26c06
18.121506,i001pr26c06_19750102,i001pr26c06
45.0,i001pr26c07_19700101,i001pr26c07
18.242758,i001pr26c07_19700102,i001pr26c07
18.101194,i001pr26c07_19750101,i001pr26c07
17.587965,i001pr26c07_19750102,i001pr26c07
45.0,i001pr26c08_19700101,i001pr26c08
17.653385,i001pr26c08_19700102,i001pr26c08
17.500353,i001pr26c08_19750101,i001pr26c08
17.060167,i001pr26c08_19750102,i001pr26c08
45.0,i001pr26c09_19700101,i001pr26c09
17.06376,i001pr26c09_19700102,i001pr26c09
16.898783,i001pr26c09_19750101,i001pr26c09
16.5374,i001pr26c09_19750102,i001pr26c09
45.0,i001pr26c10_19700101,i001pr26c10
16.564787,i001pr26c10_19700102,i001pr26c10
16.422592,i001pr26c10_19750101,i001pr26c10
16.130697,i001pr26c10_19750102,i001pr26c10
45.0,i001pr26c11_19700101,i001pr26c11
16.077509,i001pr26c11_19700102,i001pr26c11
15.95953,i001pr26c11_19750101,i001pr26c11
15.739274,i001pr26c11_19750102,i001pr26c11
45.0,i001pr26c12_19700101,i001pr26c12
15.539409,i001pr26c12_19700102,i001pr26c12
15.449121,i001pr26c12_19750101,i001pr26c12
15.310314,i001pr26c12_19750102,i001pr26c12
45.0,i001pr26c13_19700101,i001pr26c13
14.929382,i001pr26c13_19700102,i001pr26c13
14.891939,i001pr26c13_19750101,i001pr26c13
14.837065,i001pr26c13_19750102,i001pr26c13
45.0,i001pr26c14_19700101,i001pr26c14
14.201184,i001pr26c14_19700102,i001pr26c14
14.357928,i001pr26c14_19750101,i001pr26c14
14.321311,i001pr26c14_19750102,i001pr26c14
45.0,i001pr26c15_19700101,i001pr26c15
14.579992,i001pr26c15_19700102,i001pr26c15
14.557758,i001pr26c15_19750101,i001pr26c15
14.576349,i001pr26c15_19750102,i001pr26c15
45.0,i001pr26c16_19700101,i001pr26c16
14.857353,i001pr26c16_19700102,i001pr26c16
14.795245,i001pr26c16_19750101,i001pr26c16
14.796437,i001pr26c16_19750102,i001pr26c16
45.0,i001pr26c17_19700101,i001pr26c17
15.060976,i001pr26c17_19700102,i001pr26c17
14.986031,i001pr26c17_19750101,i001pr26c17
14.966849,i001pr26c17_19750102,i001pr26c17
45.0,i001pr26c18_19700101,i001pr26c18
15.1904545,i001pr26c18_19700102,i001pr26c18
15.109729,i001pr26c18_19750101,i001pr26c18
15.076768,i001pr26c18_19750102,i001pr26c18
45.0,i001pr27c01_19700101,i001pr27c01
20.812777,i001pr27c01_19700102,i001pr27c01
20.696556,i001pr27c01_19750101,i001pr27c01
19.95025,i001pr27c01_19750102,i001pr27c01
45.0,i001pr27c02_19700101,i001pr27c02
20.538305,i001pr27c02_19700102,i001pr27c02
20.420362,i001pr27c02_19750101,i001pr27c02
19.689749,i001pr27c02_19750102,i001pr27c02
45.0,i001pr27c03_19700101,i001pr27c03
20.130857,i001pr27c03_19700102,i001pr27c03
20.009947,i001pr27c03_19750101,i001pr27c03
19.302765,i001pr27c03_19750102,i001pr27c03
45.0,i001pr27c04_19700101,i001pr27c04
19.623838,i001pr27c04_19700102,i001pr27c04
19.498663,i001pr27c04_19750101,i001pr27c04
18.822151,i001pr27c04_19750102,i001pr27c04
45.0,i001pr27c05_19700101,i001pr27c05
19.08981,i001pr27c05_19700102,i001pr27c05
18.96005,i001pr27c05_19750101,i001pr27c05
18.32324,i001pr27c05_19750102,i001pr27c05
45.0,i001pr27c06_19700101,i001pr27c06
18.57611,i001pr27c06_19700102,i001pr27c06
18.443872,i001pr27c06_19750101,i001pr27c06
17.868387,i001pr27c06_19750102,i001pr27c06
45.0,i001pr27c07_19700101,i001pr27c07
18.040215,i001pr27c07_19700102,i001pr27c07
17.904537,i001pr27c07_19750101,i001pr27c07
17.39509,i001pr27c07_19750102,i001pr27c07
45.0,i001pr27c08_19700101,i001pr27c08
17.499279,i001pr27c08_19700102,i001pr27c08
17.359867,i001pr27c08_19750101,i001pr27c08
16.919062,i001pr27c08_19750102,i001pr27c08
45.0,i001pr27c09_19700101,i001pr27c09
16.94541,i001pr27c09_19700102,i001pr27c09
16.805746,i001pr27c09_19750101,i001pr27c09
16.43663,i001pr27c09_19750102,i001pr27c09
45.0,i001pr27c10_19700101,i001pr27c10
16.420218,i001pr27c10_19700102,i001pr27c10
16.2914,i001pr27c10_19750101,i001pr27c10
15.993138,i001pr27c10_19750102,i001pr27c10
45.0,i001pr27c11_19700101,i001pr27c11
15.89996,i001pr27c11_19700102,i001pr27c11
15.785599,i001pr27c11_19750101,i001pr27c11
15.560723,i001pr27c11_19750102,i001pr27c11
45.0,i001pr27c12_19700101,i001pr27c12
15.340935,i001pr27c12_19700102,i001pr27c12
15.236005,i001pr27c12_19750101,i001pr27c12
15.097245,i001pr27c12_19750102,i001pr27c12
45.0,i001pr27c13_19700101,i001pr27c13
14.719742,i001pr27c13_19700102,i001pr27c13
14.589066,i001pr27c13_19750101,i001pr27c13
14.5700035,i001pr27c13_19750102,i001pr27c13
45.0,i001pr27c14_19700101,i001pr27c14
14.0319,i001pr27c14_19700102,i001pr27c14
13.688526,i001pr27c14_19750101,i001pr27c14
13.914602,i001pr27c14_19750102,i001pr27c14
45.0,i001pr27c15_19700101,i001pr27c15
14.360232,i001pr27c15_19700102,i001pr27c15
14.240831,i001pr27c15_19750101,i001pr27c15
14.2949,i001pr27c15_19750102,i001pr27c15
45.0,i001pr27c16_19700101,i001pr27c16
14.633329,i001pr27c16_19700102,i001pr27c16
14.553267,i001pr27c16_19750101,i001pr27c16
14.551745,i001pr27c16_19750102,i001pr27c16
45.0,i001pr27c17_19700101,i001pr27c17
14.842218,i001pr27c17_19700102,i001pr27c17
14.76545,i001pr27c17_19750101,i001pr27c17
14.738335,i001pr27c17_19750102,i001pr27c17
45.0,i001pr27c18_19700101,i001pr27c18
14.980722,i001pr27c18_19700102,i001pr27c18
14.901188,i001pr27c18_19750101,i001pr27c18
14.860594,i001pr27c18_19750102,i001pr27c18
45.0,i001pr28c01_19700101,i001pr28c01
20.417217,i001pr28c01_19700102,i001pr28c01
20.300438,i001pr28c01_19750101,i001pr28c01
19.573557,i001pr28c01_19750102,i001pr28c01
45.0,i001pr28c02_19700101,i001pr28c02
20.15992,i001pr28c02_19700102,i001pr28c02
20.041729,i001pr28c02_19750101,i001pr28c02
19.331308,i001pr28c02_19750102,i001pr28c02
45.0,i001pr28c03_19700101,i001pr28c03
19.757875,i001pr28c03_19700102,i001pr28c03
19.636595,i001pr28c03_19750101,i001pr28c03
18.948051,i001pr28c03_19750102,i001pr28c03
45.0,i001pr28c04_19700101,i001pr28c04
19.274046,i001pr28c04_19700102,i001pr28c04
19.147966,i001pr28c04_19750101,i001pr28c04
18.483793,i001pr28c04_19750102,i001pr28c04
45.0,i001pr28c05_19700101,i001pr28c05
18.666002,i001pr28c05_19700102,i001pr28c05
18.531,i001pr28c05_19750101,i001pr28c05
17.884647,i001pr28c05_19750102,i001pr28c05
45.0,i001pr28c06_19700101,i001pr28c06
18.304491,i001pr28c06_19700102,i001pr28c06
18.173597,i001pr28c06_19750101,i001pr28c06
17.605703,i001pr28c06_19750102,i001pr28c06
45.0,i001pr28c07_19700101,i001pr28c07
17.826286,i001pr28c07_19700102,i001pr28c07
17.69532,i001pr28c07_19750101,i001pr28c07
17.194986,i001pr28c07_19750102,i001pr28c07
45.0,i001pr28c08_19700101,i001pr28c08
17.304802,i001pr28c08_19700102,i001pr28c08
17.173773,i001pr28c08_19750101,i001pr28c08
16.73966,i001pr28c08_19750102,i001pr28c08
45.0,i001pr28c09_19700101,i001pr28c09
16.759428,i001pr28c09_19700102,i001pr28c09
16.631147,i001pr28c09_19750101,i001pr28c09
16.265162,i001pr28c09_19750102,i001pr28c09
45.0,i001pr28c10_19700101,i001pr28c10
16.225517,i001pr28c10_19700102,i001pr28c10
16.105946,i001pr28c10_19750101,i001pr28c10
15.807477,i001pr28c10_19750102,i001pr28c10
45.0,i001pr28c11_19700101,i001pr28c11
15.693717,i001pr28c11_19700102,i001pr28c11
15.588556,i001pr28c11_19750101,i001pr28c11
15.357735,i001pr28c11_19750102,i001pr28c11
45.0,i001pr28c12_19700101,i001pr28c12
15.121374,i001pr28c12_19700102,i001pr28c12
15.037283,i001pr28c12_19750101,i001pr28c12
14.878338,i001pr28c12_19750102,i001pr28c12
45.0,i001pr28c13_19700101,i001pr28c13
14.490389,i001pr28c13_19700102,i001pr28c13
14.439605,i001pr28c13_19750101,i001pr28c13
14.357064,i001pr28c13_19750102,i001pr28c13
45.0,i001pr28c14_19700101,i001pr28c14
13.759549,i001pr28c14_19700102,i001pr28c14
13.796458,i001pr28c14_19750101,i001pr28c14
13.785958,i001pr28c14_19750102,i001pr28c14
45.0,i001pr28c15_19700101,i001pr28c15
14.133086,i001pr28c15_19700102,i001pr28c15
14.096481,i001pr28c15_19750101,i001pr28c15
14.081478,i001pr28c15_19750102,i001pr28c15
45.0,i001pr28c16_19700101,i001pr28c16
14.41412,i001pr28c16_19700102,i001pr28c16
14.355929,i001pr28c16_19750101,i001pr28c16
14.326976,i001pr28c16_19750102,i001pr28c16
45.0,i001pr28c17_19700101,i001pr28c17
14.627185,i001pr28c17_19700102,i001pr28c17
14.557776,i001pr28c17_19750101,i001pr28c17
14.51689,i001pr28c17_19750102,i001pr28c17
45.0,i001pr28c18_19700101,i001pr28c18
14.769117,i001pr28c18_19700102,i001pr28c18
14.69308,i001pr28c18_19750101,i001pr28c18
14.643591,i001pr28c18_19750102,i001pr28c18
45.0,i001pr29c01_19700101,i001pr29c01
20.087786,i001pr29c01_19700102,i001pr29c01
19.97099,i001pr29c01_19750101,i001pr29c01
19.265102,i001pr29c01_19750102,i001pr29c01
45.0,i001pr29c02_19700101,i001pr29c02
19.829643,i001pr29c02_19700102,i001pr29c02
19.711607,i001pr29c02_19750101,i001pr29c02
19.02358,i001pr29c02_19750102,i001pr29c02
45.0,i001pr29c03_19700101,i001pr29c03
19.482098,i001pr29c03_19700102,i001pr29c03
19.362068,i001pr29c03_19750101,i001pr29c03
18.697557,i001pr29c03_19750102,i001pr29c03
45.0,i001pr29c04_19700101,i001pr29c04
19.05746,i001pr29c04_19700102,i001pr29c04
18.934631,i001pr29c04_19750101,i001pr29c04
18.29918,i001pr29c04_19750102,i001pr29c04
45.0,i001pr29c05_19700101,i001pr29c05
18.584991,i001pr29c05_19700102,i001pr29c05
18.458807,i001pr29c05_19750101,i001pr29c05
17.857885,i001pr29c05_19750102,i001pr29c05
45.0,i001pr29c06_19700101,i001pr29c06
18.128706,i001pr29c06_19700102,i001pr29c06
18.002234,i001pr29c06_19750101,i001pr29c06
17.457249,i001pr29c06_19750102,i001pr29c06
45.0,i001pr29c07_19700101,i001pr29c07
17.607964,i001pr29c07_19700102,i001pr29c07
17.480946,i001pr29c07_19750101,i001pr29c07
16.998898,i001pr29c07_19750102,i001pr29c07
45.0,i001pr29c08_19700101,i001pr29c08
17.065664,i001pr29c08_19700102,i001pr29c08
16.938951,i001pr29c08_19750101,i001pr29c08
16.52085,i001pr29c08_19750102,i001pr29c08
45.0,i001pr29c09_19700101,i001pr29c09
16.527351,i001pr29c09_19700102,i001pr29c09
16.403563,i001pr29c09_19750101,i001pr29c09
16.049007,i001pr29c09_19750102,i001pr29c09
45.0,i001pr29c10_19700101,i001pr29c10
15.983455,i001pr29c10_19700102,i001pr29c10
15.867412,i001pr29c10_19750101,i001pr29c10
15.576587,i001pr29c10_19750102,i001pr29c10
45.0,i001pr29c11_19700101,i001pr29c11
15.435393,i001pr29c11_19700102,i001pr29c11
15.335101,i001pr29c11_19750101,i001pr29c11
15.106312,i001pr29c11_19750102,i001pr29c11
45.0,i001pr29c12_19700101,i001pr29c12
14.867817,i001pr29c12_19700102,i001pr29c12
14.797301,i001pr29c12_19750101,i001pr29c12
14.624985,i001pr29c12_19750102,i001pr29c12
45.0,i001pr29c13_19700101,i001pr29c13
14.261157,i001pr29c13_19700102,i001pr29c13
14.24953,i001pr29c13_19750101,i001pr29c13
14.115125,i001pr29c13_19750102,i001pr29c13
45.0,i001pr29c14_19700101,i001pr29c14
13.602497,i001pr29c14_19700102,i001pr29c14
13.724781,i001pr29c14_19750101,i001pr29c14
13.568959,i001pr29c14_19750102,i001pr29c14
45.0,i001pr29c15_19700101,i001pr29c15
13.928543,i001pr29c15_19700102,i001pr29c15
13.933511,i001pr29c15_19750101,i001pr29c15
13.85932,i001pr29c15_19750102,i001pr29c15
45.0,i001pr29c16_19700101,i001pr29c16
14.201197,i001pr29c16_19700102,i001pr29c16
14.159547,i001pr29c16_19750101,i001pr29c16
14.106101,i001pr29c16_19750102,i001pr29c16
45.0,i001pr29c17_19700101,i001pr29c17
14.413715,i001pr29c17_19700102,i001pr29c17
14.35123,i001pr29c17_19750101,i001pr29c17
14.298519,i001pr29c17_19750102,i001pr29c17
45.0,i001pr29c18_19700101,i001pr29c18
14.559161,i001pr29c18_19700102,i001pr29c18
14.486447,i001pr29c18_19750101,i001pr29c18
14.429681,i001pr29c18_19750102,i001pr29c18
45.0,i001pr30c01_19700101,i001pr30c01
19.845163,i001pr30c01_19700102,i001pr30c01
19.729147,i001pr30c01_19750101,i001pr30c01
19.044664,i001pr30c01_19750102,i001pr30c01
45.0,i001pr30c02_19700101,i001pr30c02
19.599508,i001pr30c02_19700102,i001pr30c02
19.482891,i001pr30c02_19750101,i001pr30c02
18.818909,i001pr30c02_19750102,i001pr30c02
45.0,i001pr30c03_19700101,i001pr30c03
19.227367,i001pr30c03_19700102,i001pr30c03
19.109074,i001pr30c03_19750101,i001pr30c03
18.472857,i001pr30c03_19750102,i001pr30c03
45.0,i001pr30c04_19700101,i001pr30c04
18.824396,i001pr30c04_19700102,i001pr30c04
18.704205,i001pr30c04_19750101,i001pr30c04
18.09976,i001pr30c04_19750102,i001pr30c04
45.0,i001pr30c05_19700101,i001pr30c05
18.407555,i001pr30c05_19700102,i001pr30c05
18.285894,i001pr30c05_19750101,i001pr30c05
17.719723,i001pr30c05_19750102,i001pr30c05
45.0,i001pr30c06_19700101,i001pr30c06
17.900963,i001pr30c06_19700102,i001pr30c06
17.777771,i001pr30c06_19750101,i001pr30c06
17.263695,i001pr30c06_19750102,i001pr30c06
45.0,i001pr30c07_19700101,i001pr30c07
17.352793,i001pr30c07_19700102,i001pr30c07
17.228067,i001pr30c07_19750101,i001pr30c07
16.772827,i001pr30c07_19750102,i001pr30c07
45.0,i001pr30c08_19700101,i001pr30c08
16.813911,i001pr30c08_19700102,i001pr30c08
16.68843,i001pr30c08_19750101,i001pr30c08
16.292597,i001pr30c08_19750102,i001pr30c08
45.0,i001pr30c09_19700101,i001pr30c09
16.254528,i001pr30c09_19700102,i001pr30c09
16.129868,i001pr30c09_19750101,i001pr30c09
15.795541,i001pr30c09_19750102,i001pr30c09
45.0,i001pr30c10_19700101,i001pr30c10
15.685444,i001pr30c10_19700102,i001pr30c10
15.565319,i001pr30c10_19750101,i001pr30c10
15.293208,i001pr30c10_19750102,i001pr30c10
45.0,i001pr30c11_19700101,i001pr30c11
15.1192,i001pr30c11_19700102,i001pr30c11
15.011792,i001pr30c11_19750101,i001pr30c11
14.80005,i001pr30c11_19750102,i001pr30c11
45.0,i001pr30c12_19700101,i001pr30c12
14.567774,i001pr30c12_19700102,i001pr30c12
14.488219,i001pr30c12_19750101,i001pr30c12
14.328951,i001pr30c12_19750102,i001pr30c12
45.0,i001pr30c13_19700101,i001pr30c13
13.992808,i001pr30c13_19700102,i001pr30c13
13.96016,i001pr30c13_19750101,i001pr30c13
13.833971,i001pr30c13_19750102,i001pr30c13
45.0,i001pr30c14_19700101,i001pr30c14
13.3561735,i001pr30c14_19700102,i001pr30c14
13.409201,i001pr30c14_19750101,i001pr30c14
13.246887,i001pr30c14_19750102,i001pr30c14
45.0,i001pr30c15_19700101,i001pr30c15
13.71094,i001pr30c15_19700102,i001pr30c15
13.697691,i001pr30c15_19750101,i001pr30c15
13.623965,i001pr30c15_19750102,i001pr30c15
45.0,i001pr30c16_19700101,i001pr30c16
13.990651,i001pr30c16_19700102,i001pr30c16
13.945924,i001pr30c16_19750101,i001pr30c16
13.89107,i001pr30c16_19750102,i001pr30c16
45.0,i001pr30c17_19700101,i001pr30c17
14.206164,i001pr30c17_19700102,i001pr30c17
14.144136,i001pr30c17_19750101,i001pr30c17
14.089128,i001pr30c17_19750102,i001pr30c17
45.0,i001pr30c18_19700101,i001pr30c18
14.354584,i001pr30c18_19700102,i001pr30c18
14.282855,i001pr30c18_19750101,i001pr30c18
14.223629,i001pr30c18_19750102,i001pr30c18
45.0,i001pr31c01_19700101,i001pr31c01
19.63094,i001pr31c01_19700102,i001pr31c01
19.515678,i001pr31c01_19750101,i001pr31c01
18.852322,i001pr31c01_19750102,i001pr31c01
45.0,i001pr31c02_19700101,i001pr31c02
19.331676,i001pr31c02_19700102,i001pr31c02
19.215887,i001pr31c02_19750101,i001pr31c02
18.578749,i001pr31c02_19750102,i001pr31c02
45.0,i001pr31c03_19700101,i001pr31c03
18.947826,i001pr31c03_19700102,i001pr31c03
18.830873,i001pr31c03_19750101,i001pr31c03
18.22587,i001pr31c03_19750102,i001pr31c03
45.0,i001pr31c04_19700101,i001pr31c04
18.605604,i001pr31c04_19700102,i001pr31c04
18.488098,i001pr31c04_19750101,i001pr31c04
17.916353,i001pr31c04_19750102,i001pr31c04
45.0,i001pr31c05_19700101,i001pr31c05
18.16868,i001pr31c05_19700102,i001pr31c05
18.049927,i001pr31c05_19750101,i001pr31c05
17.520147,i001pr31c05_19750102,i001pr31c05
45.0,i001pr31c06_19700101,i001pr31c06
17.65178,i001pr31c06_19700102,i001pr31c06
17.530945,i001pr31c06_19750101,i001pr31c06
17.051783,i001pr31c06_19750102,i001pr31c06
45.0,i001pr31c07_19700101,i001pr31c07
17.120312,i001pr31c07_19700102,i001pr31c07
16.996983,i001pr31c07_19750101,i001pr31c07
16.571503,i001pr31c07_19750102,i001pr31c07
45.0,i001pr31c08_19700101,i001pr31c08
16.565006,i001pr31c08_19700102,i001pr31c08
16.438625,i001pr31c08_19750101,i001pr31c08
16.070063,i001pr31c08_19750102,i001pr31c08
45.0,i001pr31c09_19700101,i001pr31c09
15.948203,i001pr31c09_19700102,i001pr31c09
15.8179865,i001pr31c09_19750101,i001pr31c09
15.5122595,i001pr31c09_19750102,i001pr31c09
45.0,i001pr31c10_19700101,i001pr31c10
15.313439,i001pr31c10_19700102,i001pr31c10
15.180648,i001pr31c10_19750101,i001pr31c10
14.94065,i001pr31c10_19750102,i001pr31c10
45.0,i001pr31c11_19700101,i001pr31c11
14.696567,i001pr31c11_19700102,i001pr31c11
14.568318,i001pr31c11_19750101,i001pr31c11
14.3940115,i001pr31c11_19750102,i001pr31c11
45.0,i001pr31c12_19700101,i001pr31c12
14.192424,i001pr31c12_19700102,i001pr31c12
14.088897,i001pr31c12_19750101,i001pr31c12
13.972283,i001pr31c12_19750102,i001pr31c12
45.0,i001pr31c13_19700101,i001pr31c13
13.693203,i001pr31c13_19700102,i001pr31c13
13.610934,i001pr31c13_19750101,i001pr31c13
13.565835,i001pr31c13_19750102,i001pr31c13
45.0,i001pr31c14_19700101,i001pr31c14
13.153745,i001pr31c14_19700102,i001pr31c14
13.0228815,i001pr31c14_19750101,i001pr31c14
13.132289,i001pr31c14_19750102,i001pr31c14
45.0,i001pr31c15_19700101,i001pr31c15
13.494475,i001pr31c15_19700102,i001pr31c15
13.4370985,i001pr31c15_19750101,i001pr31c15
13.4340105,i001pr31c15_19750102,i001pr31c15
45.0,i001pr31c16_19700101,i001pr31c16
13.778562,i001pr31c16_19700102,i001pr31c16
13.722756,i001pr31c16_19750101,i001pr31c16
13.688618,i001pr31c16_19750102,i001pr31c16
45.0,i001pr31c17_19700101,i001pr31c17
14.003093,i001pr31c17_19700102,i001pr31c17
13.9382105,i001pr31c17_19750101,i001pr31c17
13.889912,i001pr31c17_19750102,i001pr31c17
45.0,i001pr31c18_19700101,i001pr31c18
14.157188,i001pr31c18_19700102,i001pr31c18
14.084791,i001pr31c18_19750101,i001pr31c18
14.027871,i001pr31c18_19750102,i001pr31c18
45.0,i001pr32c01_19700101,i001pr32c01
19.41149,i001pr32c01_19700102,i001pr32c01
19.29697,i001pr32c01_19750101,i001pr32c01
18.657043,i001pr32c01_19750102,i001pr32c01
45.0,i001pr32c02_19700101,i001pr32c02
19.076313,i001pr32c02_19700102,i001pr32c02
18.961718,i001pr32c02_19750101,i001pr32c02
18.354153,i001pr32c02_19750102,i001pr32c02
45.0,i001pr32c03_19700101,i001pr32c03
18.708193,i001pr32c03_19700102,i001pr32c03
18.59324,i001pr32c03_19750101,i001pr32c03
18.021221,i001pr32c03_19750102,i001pr32c03
45.0,i001pr32c04_19700101,i001pr32c04
18.355085,i001pr32c04_19700102,i001pr32c04
18.240202,i001pr32c04_19750101,i001pr32c04
17.705921,i001pr32c04_19750102,i001pr32c04
45.0,i001pr32c05_19700101,i001pr32c05
17.92036,i001pr32c05_19700102,i001pr32c05
17.804474,i001pr32c05_19750101,i001pr32c05
17.313654,i001pr32c05_19750102,i001pr32c05
45.0,i001pr32c06_19700101,i001pr32c06
17.417036,i001pr32c06_19700102,i001pr32c06
17.298903,i001pr32c06_19750101,i001pr32c06
16.85711,i001pr32c06_19750102,i001pr32c06
45.0,i001pr32c07_19700101,i001pr32c07
16.888962,i001pr32c07_19700102,i001pr32c07
16.767109,i001pr32c07_19750101,i001pr32c07
16.375904,i001pr32c07_19750102,i001pr32c07
45.0,i001pr32c08_19700101,i001pr32c08
16.297533,i001pr32c08_19700102,i001pr32c08
16.169516,i001pr32c08_19750101,i001pr32c08
15.834947,i001pr32c08_19750102,i001pr32c08
45.0,i001pr32c09_19700101,i001pr32c09
15.619793,i001pr32c09_19700102,i001pr32c09
15.481195,i001pr32c09_19750101,i001pr32c09
15.211628,i001pr32c09_19750102,i001pr32c09
45.0,i001pr32c10_19700101,i001pr32c10
14.864179,i001pr32c10_19700102,i001pr32c10
14.709195,i001pr32c10_19750101,i001pr32c10
14.513955,i001pr32c10_19750102,i001pr32c10
45.0,i001pr32c11_19700101,i001pr32c11
14.051926,i001pr32c11_19700102,i001pr32c11
13.879473,i001pr32c11_19750101,i001pr32c11
13.768597,i001pr32c11_19750102,i001pr32c11
45.0,i001pr32c12_19700101,i001pr32c12
13.719489,i001pr32c12_19700102,i001pr32c12
13.5969305,i001pr32c12_19750101,i001pr32c12
13.523467,i001pr32c12_19750102,i001pr32c12
45.0,i001pr32c13_19700101,i001pr32c13
13.347825,i001pr32c13_19700102,i001pr32c13
13.285936,i001pr32c13_19750101,i001pr32c13
13.255268,i001pr32c13_19750102,i001pr32c13
45.0,i001pr32c14_19700101,i001pr32c14
12.868042,i001pr32c14_19700102,i001pr32c14
12.907126,i001pr32c14_19750101,i001pr32c14
12.912061,i001pr32c14_19750102,i001pr32c14
45.0,i001pr32c15_19700101,i001pr32c15
13.254115,i001pr32c15_19700102,i001pr32c15
13.226485,i001pr32c15_19750101,i001pr32c15
13.22297,i001pr32c15_19750102,i001pr32c15
45.0,i001pr32c16_19700101,i001pr32c16
13.56138,i001pr32c16_19700102,i001pr32c16
13.509785,i001pr32c16_19750101,i001pr32c16
13.484795,i001pr32c16_19750102,i001pr32c16
45.0,i001pr32c17_19700101,i001pr32c17
13.801903,i001pr32c17_19700102,i001pr32c17
13.736737,i001pr32c17_19750101,i001pr32c17
13.694976,i001pr32c17_19750102,i001pr32c17
45.0,i001pr32c18_19700101,i001pr32c18
13.970929,i001pr32c18_19700102,i001pr32c18
13.897701,i001pr32c18_19750101,i001pr32c18
13.84474,i001pr32c18_19750102,i001pr32c18
45.0,i001pr33c02_19700101,i001pr33c02
18.77413,i001pr33c02_19700102,i001pr33c02
18.660536,i001pr33c02_19750101,i001pr33c02
18.0879,i001pr33c02_19750102,i001pr33c02
45.0,i001pr33c03_19700101,i001pr33c03
18.431864,i001pr33c03_19700102,i001pr33c03
18.319153,i001pr33c03_19750101,i001pr33c03
17.78624,i001pr33c03_19750102,i001pr33c03
45.0,i001pr33c04_19700101,i001pr33c04
18.078032,i001pr33c04_19700102,i001pr33c04
17.966406,i001pr33c04_19750101,i001pr33c04
17.476303,i001pr33c04_19750102,i001pr33c04
45.0,i001pr33c05_19700101,i001pr33c05
17.66261,i001pr33c05_19700102,i001pr33c05
17.550604,i001pr33c05_19750101,i001pr33c05
17.104746,i001pr33c05_19750102,i001pr33c05
45.0,i001pr33c06_19700101,i001pr33c06
17.198895,i001pr33c06_19700102,i001pr33c06
17.084824,i001pr33c06_19750101,i001pr33c06
16.683784,i001pr33c06_19750102,i001pr33c06
45.0,i001pr33c07_19700101,i001pr33c07
16.68875,i001pr33c07_19700102,i001pr33c07
16.57055,i001pr33c07_19750101,i001pr33c07
16.216623,i001pr33c07_19750102,i001pr33c07
45.0,i001pr33c08_19700101,i001pr33c08
16.058779,i001pr33c08_19700102,i001pr33c08
15.932086,i001pr33c08_19750101,i001pr33c08
15.635138,i001pr33c08_19750102,i001pr33c08
45.0,i001pr33c09_19700101,i001pr33c09
15.324102,i001pr33c09_19700102,i001pr33c09
15.180492,i001pr33c09_19750101,i001pr33c09
14.950131,i001pr33c09_19750102,i001pr33c09
45.0,i001pr33c10_19700101,i001pr33c10
14.39387,i001pr33c10_19700102,i001pr33c10
14.211841,i001pr33c10_19750101,i001pr33c10
14.070054,i001pr33c10_19750102,i001pr33c10
45.0,i001pr33c11_19700101,i001pr33c11
12.745476,i001pr33c11_19700102,i001pr33c11
12.435718,i001pr33c11_19750101,i001pr33c11
12.473671,i001pr33c11_19750102,i001pr33c11
45.0,i001pr33c12_19700101,i001pr33c12
